,ValueType,value,Iteration,Variable,Model,Dataset,DataType
169,accuracy,97.20752498530277,9,10%,Active_uncertainty,wine,numeric
170,accuracy,97.24627224627224,0,50%,Active_uncertainty,wine,numeric
171,accuracy,94.44444444444444,1,50%,Active_uncertainty,wine,numeric
172,accuracy,100.0,2,50%,Active_uncertainty,wine,numeric
173,accuracy,94.45970695970695,3,50%,Active_uncertainty,wine,numeric
174,accuracy,94.55834803057024,4,50%,Active_uncertainty,wine,numeric
175,accuracy,94.42888266417678,5,50%,Active_uncertainty,wine,numeric
176,accuracy,97.2222222222222,6,50%,Active_uncertainty,wine,numeric
177,accuracy,88.67521367521368,7,50%,Active_uncertainty,wine,numeric
178,accuracy,100.0,8,50%,Active_uncertainty,wine,numeric
179,accuracy,97.2222222222222,9,50%,Active_uncertainty,wine,numeric
180,accuracy,88.44500632111252,0,10%,Active_QBC,musk,image
181,accuracy,85.24354364171298,1,10%,Active_QBC,musk,image
182,accuracy,86.08331896359024,2,10%,Active_QBC,musk,image
183,accuracy,82.11720758119574,3,10%,Active_QBC,musk,image
184,accuracy,87.37402015677492,4,10%,Active_QBC,musk,image
185,accuracy,87.31301939058174,5,10%,Active_QBC,musk,image
186,accuracy,82.10923050892946,6,10%,Active_QBC,musk,image
187,accuracy,86.19094777655735,7,10%,Active_QBC,musk,image
188,accuracy,79.74455468126354,8,10%,Active_QBC,musk,image
189,accuracy,85.2038414461915,9,10%,Active_QBC,musk,image
190,accuracy,82.05733617606118,0,50%,Active_QBC,musk,image
191,accuracy,83.15789473684211,1,50%,Active_QBC,musk,image
192,accuracy,84.21052631578947,2,50%,Active_QBC,musk,image
193,accuracy,84.08366077564182,3,50%,Active_QBC,musk,image
194,accuracy,86.35103741087879,4,50%,Active_QBC,musk,image
195,accuracy,69.51493134367277,5,50%,Active_QBC,musk,image
196,accuracy,82.09731788679159,6,50%,Active_QBC,musk,image
197,accuracy,87.3824188129899,7,50%,Active_QBC,musk,image
198,accuracy,84.21052631578947,8,50%,Active_QBC,musk,image
199,accuracy,84.24214390688033,9,50%,Active_QBC,musk,image
200,accuracy,81.05263157894737,0,10%,Active_random,musk,image
201,accuracy,79.96896131249306,1,10%,Active_random,musk,image
202,accuracy,78.94736842105263,2,10%,Active_random,musk,image
203,accuracy,86.1571319603356,3,10%,Active_random,musk,image
204,accuracy,83.98187746115086,4,10%,Active_random,musk,image
205,accuracy,84.02745995423341,5,10%,Active_random,musk,image
206,accuracy,75.73572626204205,6,10%,Active_random,musk,image
207,accuracy,74.5334714245363,7,10%,Active_random,musk,image
208,accuracy,84.17391304347827,8,10%,Active_random,musk,image
209,accuracy,80.15856835428701,9,10%,Active_random,musk,image
210,accuracy,81.21020797962646,0,50%,Active_random,musk,image
211,accuracy,80.97636757367479,1,50%,Active_random,musk,image
212,accuracy,80.85885167464114,2,50%,Active_random,musk,image
213,accuracy,81.99420514278457,3,50%,Active_random,musk,image
214,accuracy,87.38812271320013,4,50%,Active_random,musk,image
215,accuracy,84.37384692624562,5,50%,Active_random,musk,image
216,accuracy,84.14743151585256,6,50%,Active_random,musk,image
217,accuracy,82.10526315789474,7,50%,Active_random,musk,image
218,accuracy,89.35078079814922,8,50%,Active_random,musk,image
219,accuracy,85.26315789473685,9,50%,Active_random,musk,image
220,accuracy,89.47368421052632,0,10%,Active_uncertainty,musk,image
221,accuracy,84.2280293350603,1,10%,Active_uncertainty,musk,image
222,accuracy,87.36842105263159,2,10%,Active_uncertainty,musk,image
223,accuracy,86.17424494462222,3,10%,Active_uncertainty,musk,image
224,accuracy,87.29425188988732,4,10%,Active_uncertainty,musk,image
225,accuracy,86.37687288190345,5,10%,Active_uncertainty,musk,image
226,accuracy,84.23186103983075,6,10%,Active_uncertainty,musk,image
227,accuracy,86.30668790366337,7,10%,Active_uncertainty,musk,image
228,accuracy,88.4421796880158,8,10%,Active_uncertainty,musk,image
229,accuracy,76.84210526315789,9,10%,Active_uncertainty,musk,image
230,accuracy,88.5105281644575,0,50%,Active_uncertainty,musk,image
231,accuracy,90.57138258490265,1,50%,Active_uncertainty,musk,image
232,accuracy,76.87822497420021,2,50%,Active_uncertainty,musk,image
233,accuracy,79.79831932773111,3,50%,Active_uncertainty,musk,image
234,accuracy,82.15319013972832,4,50%,Active_uncertainty,musk,image
235,accuracy,80.0463768115942,5,50%,Active_uncertainty,musk,image
236,accuracy,83.19950820447346,6,50%,Active_uncertainty,musk,image
237,accuracy,86.30971367813473,7,50%,Active_uncertainty,musk,image
238,accuracy,83.1766081871345,8,50%,Active_uncertainty,musk,image
239,accuracy,89.4901022610001,9,50%,Active_uncertainty,musk,image
240,accuracy,95.53572184172873,0,10%,Active_QBC,digits,image
241,accuracy,95.83092951845323,1,10%,Active_QBC,digits,image
242,accuracy,94.40130326222214,2,10%,Active_QBC,digits,image
243,accuracy,94.68400084251628,3,10%,Active_QBC,digits,image
244,accuracy,95.80693084776935,4,10%,Active_QBC,digits,image
245,accuracy,94.66172943350706,5,10%,Active_QBC,digits,image
246,accuracy,94.59929897557244,6,10%,Active_QBC,digits,image
247,accuracy,93.54755293923384,7,10%,Active_QBC,digits,image
248,accuracy,95.06036623392626,8,10%,Active_QBC,digits,image
249,accuracy,94.94415958455185,9,10%,Active_QBC,digits,image
250,accuracy,96.0656980954649,0,50%,Active_QBC,digits,image
251,accuracy,96.93101902524387,1,50%,Active_QBC,digits,image
252,accuracy,94.68950412765577,2,50%,Active_QBC,digits,image
253,accuracy,96.93461118605929,3,50%,Active_QBC,digits,image
254,accuracy,95.82679898081595,4,50%,Active_QBC,digits,image
255,accuracy,95.81927554253168,5,50%,Active_QBC,digits,image
256,accuracy,95.82391896309065,6,50%,Active_QBC,digits,image
257,accuracy,96.06385580190737,7,50%,Active_QBC,digits,image
258,accuracy,94.9035183870586,8,50%,Active_QBC,digits,image
259,accuracy,96.94837017735884,9,50%,Active_QBC,digits,image
260,accuracy,92.95535305957529,0,10%,Active_random,digits,image
261,accuracy,93.9375274948253,1,10%,Active_random,digits,image
262,accuracy,94.23158487756227,2,10%,Active_random,digits,image
263,accuracy,95.30017757161886,3,10%,Active_random,digits,image
264,accuracy,94.39672461819231,4,10%,Active_random,digits,image
265,accuracy,94.99434638084743,5,10%,Active_random,digits,image
266,accuracy,93.57806581773994,6,10%,Active_random,digits,image
267,accuracy,93.75964026028416,7,10%,Active_random,digits,image
268,accuracy,92.7760313917168,8,10%,Active_random,digits,image
269,accuracy,93.57771689639696,9,10%,Active_random,digits,image
270,accuracy,96.35417755759322,0,50%,Active_random,digits,image
271,accuracy,96.39189676314207,1,50%,Active_random,digits,image
272,accuracy,95.24361672404993,2,50%,Active_random,digits,image
273,accuracy,95.23756630006231,3,50%,Active_random,digits,image
274,accuracy,93.36747562864099,4,50%,Active_random,digits,image
275,accuracy,94.39411505577893,5,50%,Active_random,digits,image
276,accuracy,95.8285932572946,6,50%,Active_random,digits,image
277,accuracy,95.2457692897143,7,50%,Active_random,digits,image
278,accuracy,96.93247665408205,8,50%,Active_random,digits,image
279,accuracy,96.29640373684984,9,50%,Active_random,digits,image
280,accuracy,94.0893370737966,0,10%,Active_uncertainty,digits,image
281,accuracy,93.46740049814444,1,10%,Active_uncertainty,digits,image
282,accuracy,95.00309837073016,2,10%,Active_uncertainty,digits,image
283,accuracy,95.5278578196353,3,10%,Active_uncertainty,digits,image
284,accuracy,96.35744098884828,4,10%,Active_uncertainty,digits,image
285,accuracy,96.1106744071927,5,10%,Active_uncertainty,digits,image
286,accuracy,93.85021025167907,6,10%,Active_uncertainty,digits,image
287,accuracy,94.34980994876244,7,10%,Active_uncertainty,digits,image
288,accuracy,96.06293697888177,8,10%,Active_uncertainty,digits,image
289,accuracy,93.30421355168748,9,10%,Active_uncertainty,digits,image
290,accuracy,95.81925099764769,0,50%,Active_uncertainty,digits,image
291,accuracy,96.09323401783728,1,50%,Active_uncertainty,digits,image
292,accuracy,95.24687146447044,2,50%,Active_uncertainty,digits,image
293,accuracy,96.36667351212536,3,50%,Active_uncertainty,digits,image
294,accuracy,93.8021418536318,4,50%,Active_uncertainty,digits,image
295,accuracy,94.98110270019512,5,50%,Active_uncertainty,digits,image
296,accuracy,94.93988692129028,6,50%,Active_uncertainty,digits,image
297,accuracy,97.77589648351886,7,50%,Active_uncertainty,digits,image
298,accuracy,96.91711583645036,8,50%,Active_uncertainty,digits,image
299,accuracy,96.67085233266094,9,50%,Active_uncertainty,digits,image
300,accuracy,20.344932844932845,0,10%,Active_QBC,cifar2,image
301,accuracy,25.68278076090576,1,10%,Active_QBC,cifar2,image
302,accuracy,21.90751956376956,2,10%,Active_QBC,cifar2,image
303,accuracy,22.479777167277174,3,10%,Active_QBC,cifar2,image
304,accuracy,27.918747918747915,4,10%,Active_QBC,cifar2,image
305,accuracy,16.464956370384005,5,10%,Active_QBC,cifar2,image
306,accuracy,23.138597513597517,6,10%,Active_QBC,cifar2,image
307,accuracy,23.993003524253524,7,10%,Active_QBC,cifar2,image
308,accuracy,15.12419871794872,8,10%,Active_QBC,cifar2,image
309,accuracy,17.826756576756576,9,10%,Active_QBC,cifar2,image
310,accuracy,20.299873737373733,0,50%,Active_QBC,cifar2,image
311,accuracy,16.021634615384613,1,50%,Active_QBC,cifar2,image
312,accuracy,21.280048076923073,2,50%,Active_QBC,cifar2,image
313,accuracy,25.193400349650354,3,50%,Active_QBC,cifar2,image
314,accuracy,26.373236138861127,4,50%,Active_QBC,cifar2,image
315,accuracy,16.647727272727273,5,50%,Active_QBC,cifar2,image
316,accuracy,19.988553113553113,6,50%,Active_QBC,cifar2,image
317,accuracy,26.773556304806306,7,50%,Active_QBC,cifar2,image
318,accuracy,20.28059180402931,8,50%,Active_QBC,cifar2,image
319,accuracy,24.264433483183485,9,50%,Active_QBC,cifar2,image
320,accuracy,20.352564102564106,0,10%,Active_random,cifar2,image
321,accuracy,30.384615384615394,1,10%,Active_random,cifar2,image
322,accuracy,21.03505103964663,2,10%,Active_random,cifar2,image
323,accuracy,22.60788553551712,3,10%,Active_random,cifar2,image
324,accuracy,22.20884507649213,4,10%,Active_random,cifar2,image
325,accuracy,20.401022588522586,5,10%,Active_random,cifar2,image
326,accuracy,36.25482978279031,6,10%,Active_random,cifar2,image
327,accuracy,26.065805109922767,7,10%,Active_random,cifar2,image
328,accuracy,32.953781308560714,8,10%,Active_random,cifar2,image
329,accuracy,27.307422969187673,9,10%,Active_random,cifar2,image
330,accuracy,32.891015234765234,0,50%,Active_random,cifar2,image
331,accuracy,27.45480488079173,1,50%,Active_random,cifar2,image
332,accuracy,26.525435348964766,2,50%,Active_random,cifar2,image
333,accuracy,23.49195075757576,3,50%,Active_random,cifar2,image
334,accuracy,33.292410714285715,4,50%,Active_random,cifar2,image
335,accuracy,28.085439094896326,5,50%,Active_random,cifar2,image
336,accuracy,33.3080808080808,6,50%,Active_random,cifar2,image
337,accuracy,27.17434730302377,7,50%,Active_random,cifar2,image
338,accuracy,27.90903540903541,8,50%,Active_random,cifar2,image
339,accuracy,32.350620172311345,9,50%,Active_random,cifar2,image
340,accuracy,21.25934829059829,0,10%,Active_uncertainty,cifar2,image
341,accuracy,19.41620879120879,1,10%,Active_uncertainty,cifar2,image
342,accuracy,29.369259213009208,2,10%,Active_uncertainty,cifar2,image
343,accuracy,33.09709684504092,3,10%,Active_uncertainty,cifar2,image
344,accuracy,31.640625,4,10%,Active_uncertainty,cifar2,image
345,accuracy,20.32791860916861,5,10%,Active_uncertainty,cifar2,image
346,accuracy,28.66522366522367,6,10%,Active_uncertainty,cifar2,image
347,accuracy,26.01415945165945,7,10%,Active_uncertainty,cifar2,image
348,accuracy,20.843349358974358,8,10%,Active_uncertainty,cifar2,image
349,accuracy,29.669021236116823,9,10%,Active_uncertainty,cifar2,image
350,accuracy,37.155240592740604,0,50%,Active_uncertainty,cifar2,image
351,accuracy,23.091939128123336,1,50%,Active_uncertainty,cifar2,image
352,accuracy,33.10873154623155,2,50%,Active_uncertainty,cifar2,image
353,accuracy,28.3545008912656,3,50%,Active_uncertainty,cifar2,image
354,accuracy,22.615214646464647,4,50%,Active_uncertainty,cifar2,image
355,accuracy,18.656347307663093,5,50%,Active_uncertainty,cifar2,image
356,accuracy,32.109375,6,50%,Active_uncertainty,cifar2,image
357,accuracy,23.256229575163413,7,50%,Active_uncertainty,cifar2,image
358,accuracy,23.27270156314274,8,50%,Active_uncertainty,cifar2,image
359,accuracy,26.411323051948056,9,50%,Active_uncertainty,cifar2,image
360,accuracy,30.41833166833167,0,10%,Active_QBC,cifar,image
361,accuracy,26.333028083028086,1,10%,Active_QBC,cifar,image
362,accuracy,26.980103230103232,2,10%,Active_QBC,cifar,image
363,accuracy,13.204545454545453,3,10%,Active_QBC,cifar,image
364,accuracy,28.869047619047624,4,10%,Active_QBC,cifar,image
365,accuracy,28.155122655122646,5,10%,Active_QBC,cifar,image
366,accuracy,23.041125541125545,6,10%,Active_QBC,cifar,image
367,accuracy,18.989898989898986,7,10%,Active_QBC,cifar,image
368,accuracy,28.618055555555554,8,10%,Active_QBC,cifar,image
369,accuracy,21.404040404040398,9,10%,Active_QBC,cifar,image
370,accuracy,25.943001443001453,0,50%,Active_QBC,cifar,image
371,accuracy,24.468253968253972,1,50%,Active_QBC,cifar,image
372,accuracy,22.67676767676768,2,50%,Active_QBC,cifar,image
373,accuracy,26.16269841269841,3,50%,Active_QBC,cifar,image
374,accuracy,26.222222222222232,4,50%,Active_QBC,cifar,image
375,accuracy,28.365079365079364,5,50%,Active_QBC,cifar,image
376,accuracy,25.396825396825395,6,50%,Active_QBC,cifar,image
377,accuracy,27.472402597402606,7,50%,Active_QBC,cifar,image
378,accuracy,22.61255411255411,8,50%,Active_QBC,cifar,image
379,accuracy,38.65782828282829,9,50%,Active_QBC,cifar,image
380,accuracy,5.722222222222222,0,10%,Active_random,cifar,image
381,accuracy,28.722111222111224,1,10%,Active_random,cifar,image
382,accuracy,14.613636363636365,2,10%,Active_random,cifar,image
383,accuracy,8.490384615384617,3,10%,Active_random,cifar,image
384,accuracy,14.474206349206348,4,10%,Active_random,cifar,image
385,accuracy,17.375,5,10%,Active_random,cifar,image
386,accuracy,20.44642857142857,6,10%,Active_random,cifar,image
387,accuracy,10.732600732600732,7,10%,Active_random,cifar,image
388,accuracy,26.38228438228439,8,10%,Active_random,cifar,image
389,accuracy,9.312500000000002,9,10%,Active_random,cifar,image
390,accuracy,12.612179487179489,0,50%,Active_random,cifar,image
391,accuracy,32.31818181818181,1,50%,Active_random,cifar,image
392,accuracy,9.444444444444443,2,50%,Active_random,cifar,image
393,accuracy,13.24404761904762,3,50%,Active_random,cifar,image
394,accuracy,14.062499999999995,4,50%,Active_random,cifar,image
395,accuracy,29.305555555555557,5,50%,Active_random,cifar,image
396,accuracy,7.982142857142858,6,50%,Active_random,cifar,image
397,accuracy,19.420634920634924,7,50%,Active_random,cifar,image
398,accuracy,21.072330447330447,8,50%,Active_random,cifar,image
399,accuracy,23.172494172494172,9,50%,Active_random,cifar,image
400,accuracy,42.47222222222221,0,10%,Active_uncertainty,cifar,image
401,accuracy,24.22727272727273,1,10%,Active_uncertainty,cifar,image
402,accuracy,29.340277777777786,2,10%,Active_uncertainty,cifar,image
403,accuracy,27.67857142857143,3,10%,Active_uncertainty,cifar,image
404,accuracy,27.54761904761905,4,10%,Active_uncertainty,cifar,image
405,accuracy,20.305555555555557,5,10%,Active_uncertainty,cifar,image
406,accuracy,28.73809523809524,6,10%,Active_uncertainty,cifar,image
407,accuracy,27.09415584415585,7,10%,Active_uncertainty,cifar,image
408,accuracy,18.797077922077925,8,10%,Active_uncertainty,cifar,image
409,accuracy,30.626873126873132,9,10%,Active_uncertainty,cifar,image
410,accuracy,22.714285714285715,0,50%,Active_uncertainty,cifar,image
411,accuracy,20.388888888888886,1,50%,Active_uncertainty,cifar,image
412,accuracy,20.902777777777775,2,50%,Active_uncertainty,cifar,image
413,accuracy,12.638888888888893,3,50%,Active_uncertainty,cifar,image
414,accuracy,18.49206349206349,4,50%,Active_uncertainty,cifar,image
415,accuracy,33.75,5,50%,Active_uncertainty,cifar,image
416,accuracy,24.439393939393945,6,50%,Active_uncertainty,cifar,image
417,accuracy,24.32134532134533,7,50%,Active_uncertainty,cifar,image
418,accuracy,24.346320346320358,8,50%,Active_uncertainty,cifar,image
419,accuracy,18.33333333333333,9,50%,Active_uncertainty,cifar,image
420,accuracy,78.88461538461537,0,10%,Active_QBC,mnist,image
421,accuracy,77.73465423465422,1,10%,Active_QBC,mnist,image
422,accuracy,81.40209790209789,2,10%,Active_QBC,mnist,image
423,accuracy,70.04911754911754,3,10%,Active_QBC,mnist,image
424,accuracy,77.46212121212122,4,10%,Active_QBC,mnist,image
425,accuracy,62.9574592074592,5,10%,Active_QBC,mnist,image
426,accuracy,73.05677655677654,6,10%,Active_QBC,mnist,image
427,accuracy,75.9126984126984,7,10%,Active_QBC,mnist,image
428,accuracy,77.43993506493507,8,10%,Active_QBC,mnist,image
429,accuracy,79.07792207792208,9,10%,Active_QBC,mnist,image
430,accuracy,82.87393162393161,0,50%,Active_QBC,mnist,image
431,accuracy,78.8205128205128,1,50%,Active_QBC,mnist,image
432,accuracy,91.66059757236229,2,50%,Active_QBC,mnist,image
433,accuracy,81.87445887445888,3,50%,Active_QBC,mnist,image
434,accuracy,77.9624542124542,4,50%,Active_QBC,mnist,image
435,accuracy,77.16666666666666,5,50%,Active_QBC,mnist,image
436,accuracy,79.79761904761905,6,50%,Active_QBC,mnist,image
437,accuracy,77.49313186813185,7,50%,Active_QBC,mnist,image
438,accuracy,84.17857142857143,8,50%,Active_QBC,mnist,image
439,accuracy,69.24603174603175,9,50%,Active_QBC,mnist,image
440,accuracy,72.38943001443002,0,10%,Active_random,mnist,image
441,accuracy,76.47420634920634,1,10%,Active_random,mnist,image
442,accuracy,79.9000999000999,2,10%,Active_random,mnist,image
443,accuracy,73.16627816627815,3,10%,Active_random,mnist,image
444,accuracy,81.51078088578089,4,10%,Active_random,mnist,image
445,accuracy,80.79112554112551,5,10%,Active_random,mnist,image
446,accuracy,78.39194139194137,6,10%,Active_random,mnist,image
447,accuracy,72.49999999999999,7,10%,Active_random,mnist,image
448,accuracy,77.8611111111111,8,10%,Active_random,mnist,image
449,accuracy,71.0901875901876,9,10%,Active_random,mnist,image
450,accuracy,77.87950937950937,0,50%,Active_random,mnist,image
451,accuracy,76.37087912087911,1,50%,Active_random,mnist,image
452,accuracy,78.55075480075479,2,50%,Active_random,mnist,image
453,accuracy,69.51839826839826,3,50%,Active_random,mnist,image
454,accuracy,82.11217948717947,4,50%,Active_random,mnist,image
455,accuracy,76.85497835497836,5,50%,Active_random,mnist,image
456,accuracy,72.86435786435787,6,50%,Active_random,mnist,image
457,accuracy,87.4891774891775,7,50%,Active_random,mnist,image
458,accuracy,70.59974747474749,8,50%,Active_random,mnist,image
459,accuracy,78.43939393939394,9,50%,Active_random,mnist,image
460,accuracy,74.32683982683983,0,10%,Active_uncertainty,mnist,image
461,accuracy,77.04495504495505,1,10%,Active_uncertainty,mnist,image
462,accuracy,85.67657342657344,2,10%,Active_uncertainty,mnist,image
463,accuracy,82.30280830280829,3,10%,Active_uncertainty,mnist,image
464,accuracy,81.94841269841271,4,10%,Active_uncertainty,mnist,image
465,accuracy,79.82323232323233,5,10%,Active_uncertainty,mnist,image
466,accuracy,71.69921173597646,6,10%,Active_uncertainty,mnist,image
467,accuracy,94.83333333333331,7,10%,Active_uncertainty,mnist,image
468,accuracy,84.85042735042738,8,10%,Active_uncertainty,mnist,image
469,accuracy,90.28427128427128,9,10%,Active_uncertainty,mnist,image
470,accuracy,87.11455211455211,0,50%,Active_uncertainty,mnist,image
471,accuracy,84.49350649350649,1,50%,Active_uncertainty,mnist,image
472,accuracy,85.72329059829059,2,50%,Active_uncertainty,mnist,image
473,accuracy,84.62987012987013,3,50%,Active_uncertainty,mnist,image
474,accuracy,72.05330617095323,4,50%,Active_uncertainty,mnist,image
475,accuracy,87.6098901098901,5,50%,Active_uncertainty,mnist,image
476,accuracy,82.5,6,50%,Active_uncertainty,mnist,image
477,accuracy,90.2094017094017,7,50%,Active_uncertainty,mnist,image
478,accuracy,92.25198412698411,8,50%,Active_uncertainty,mnist,image
479,accuracy,82.25091575091575,9,50%,Active_uncertainty,mnist,image
480,accuracy,67.17708984782156,0,10%,Active_QBC,reuters,text
481,accuracy,70.75,1,10%,Active_QBC,reuters,text
482,accuracy,71.18175475318333,2,10%,Active_QBC,reuters,text
483,accuracy,76.41684237428919,3,10%,Active_QBC,reuters,text
484,accuracy,65.93901593901595,4,10%,Active_QBC,reuters,text
485,accuracy,67.62715897169679,5,10%,Active_QBC,reuters,text
486,accuracy,81.37740183792815,6,10%,Active_QBC,reuters,text
487,accuracy,64.84798534798534,7,10%,Active_QBC,reuters,text
488,accuracy,64.07539682539682,8,10%,Active_QBC,reuters,text
489,accuracy,72.97831269259841,9,10%,Active_QBC,reuters,text
490,accuracy,74.68069504224455,0,50%,Active_QBC,reuters,text
491,accuracy,72.55347091932455,1,50%,Active_QBC,reuters,text
492,accuracy,57.34239465946782,2,50%,Active_QBC,reuters,text
493,accuracy,72.61638410957755,3,50%,Active_QBC,reuters,text
494,accuracy,70.86070791953145,4,50%,Active_QBC,reuters,text
495,accuracy,70.42362002567393,5,50%,Active_QBC,reuters,text
496,accuracy,70.97285067873304,6,50%,Active_QBC,reuters,text
497,accuracy,53.222222222222214,7,50%,Active_QBC,reuters,text
498,accuracy,79.24908424908425,8,50%,Active_QBC,reuters,text
499,accuracy,74.62249827467218,9,50%,Active_QBC,reuters,text
500,accuracy,81.33102745602744,0,10%,Active_random,reuters,text
501,accuracy,84.95095712703686,1,10%,Active_random,reuters,text
502,accuracy,82.5915915915916,2,10%,Active_random,reuters,text
503,accuracy,72.98163709928416,3,10%,Active_random,reuters,text
504,accuracy,79.3605277751619,4,10%,Active_random,reuters,text
505,accuracy,78.14194577352472,5,10%,Active_random,reuters,text
506,accuracy,72.99118971913089,6,10%,Active_random,reuters,text
507,accuracy,71.11732711732711,7,10%,Active_random,reuters,text
508,accuracy,79.42002442002442,8,10%,Active_random,reuters,text
509,accuracy,66.97771455666192,9,10%,Active_random,reuters,text
510,accuracy,78.18098378289895,0,50%,Active_random,reuters,text
511,accuracy,76.13167174142784,1,50%,Active_random,reuters,text
512,accuracy,90.04952772161785,2,50%,Active_random,reuters,text
513,accuracy,80.11557041991823,3,50%,Active_random,reuters,text
514,accuracy,74.38672438672441,4,50%,Active_random,reuters,text
515,accuracy,88.17941317941319,5,50%,Active_random,reuters,text
516,accuracy,86.13636363636363,6,50%,Active_random,reuters,text
517,accuracy,68.50789473684212,7,50%,Active_random,reuters,text
518,accuracy,79.58974358974359,8,50%,Active_random,reuters,text
519,accuracy,80.88692213539214,9,50%,Active_random,reuters,text
520,accuracy,68.01693650433145,0,10%,Active_uncertainty,reuters,text
521,accuracy,74.64780430297672,1,10%,Active_uncertainty,reuters,text
522,accuracy,78.38252470799641,2,10%,Active_uncertainty,reuters,text
523,accuracy,70.6822019587977,3,10%,Active_uncertainty,reuters,text
524,accuracy,80.02028397565924,4,10%,Active_uncertainty,reuters,text
525,accuracy,74.0825150459297,5,10%,Active_uncertainty,reuters,text
526,accuracy,74.01700680272108,6,10%,Active_uncertainty,reuters,text
527,accuracy,67.60000000000001,7,10%,Active_uncertainty,reuters,text
528,accuracy,68.37099605089949,8,10%,Active_uncertainty,reuters,text
529,accuracy,77.870636098741,9,10%,Active_uncertainty,reuters,text
530,accuracy,72.34313112361893,0,50%,Active_uncertainty,reuters,text
531,accuracy,82.93061840120663,1,50%,Active_uncertainty,reuters,text
532,accuracy,73.93687707641195,2,50%,Active_uncertainty,reuters,text
533,accuracy,76.45315734989649,3,50%,Active_uncertainty,reuters,text
534,accuracy,78.56837606837604,4,50%,Active_uncertainty,reuters,text
535,accuracy,83.09015715467328,5,50%,Active_uncertainty,reuters,text
536,accuracy,74.13569957839005,6,50%,Active_uncertainty,reuters,text
537,accuracy,71.38063063063062,7,50%,Active_uncertainty,reuters,text
538,accuracy,69.05867677659029,8,50%,Active_uncertainty,reuters,text
539,accuracy,74.17479674796748,9,50%,Active_uncertainty,reuters,text
540,accuracy,44.42535242535243,0,10%,Active_QBC,ohsumed,text
541,accuracy,33.932996949964085,1,10%,Active_QBC,ohsumed,text
542,accuracy,37.19628650775617,2,10%,Active_QBC,ohsumed,text
543,accuracy,41.80840455840457,3,10%,Active_QBC,ohsumed,text
544,accuracy,38.82535358397429,4,10%,Active_QBC,ohsumed,text
545,accuracy,31.484106160420122,5,10%,Active_QBC,ohsumed,text
546,accuracy,38.89129693255003,6,10%,Active_QBC,ohsumed,text
547,accuracy,44.86053080638173,7,10%,Active_QBC,ohsumed,text
548,accuracy,41.17422363299425,8,10%,Active_QBC,ohsumed,text
549,accuracy,46.67719147599382,9,10%,Active_QBC,ohsumed,text
550,accuracy,44.35684672526777,0,50%,Active_QBC,ohsumed,text
551,accuracy,41.43675257748391,1,50%,Active_QBC,ohsumed,text
552,accuracy,43.73422873422874,2,50%,Active_QBC,ohsumed,text
553,accuracy,43.40991017198531,3,50%,Active_QBC,ohsumed,text
554,accuracy,49.454490586930106,4,50%,Active_QBC,ohsumed,text
555,accuracy,44.892877452932034,5,50%,Active_QBC,ohsumed,text
556,accuracy,48.35862280134726,6,50%,Active_QBC,ohsumed,text
557,accuracy,56.290639418770255,7,50%,Active_QBC,ohsumed,text
558,accuracy,49.713391909470346,8,50%,Active_QBC,ohsumed,text
559,accuracy,43.10120016679385,9,50%,Active_QBC,ohsumed,text
560,accuracy,51.151479643415115,0,10%,Active_random,ohsumed,text
561,accuracy,52.6558389280814,1,10%,Active_random,ohsumed,text
562,accuracy,41.596462800163934,2,10%,Active_random,ohsumed,text
563,accuracy,47.5493649046197,3,10%,Active_random,ohsumed,text
564,accuracy,49.01703410177986,4,10%,Active_random,ohsumed,text
565,accuracy,49.20013476129694,5,10%,Active_random,ohsumed,text
566,accuracy,47.6232653967226,6,10%,Active_random,ohsumed,text
567,accuracy,45.38252345944654,7,10%,Active_random,ohsumed,text
568,accuracy,45.738283604220676,8,10%,Active_random,ohsumed,text
569,accuracy,43.68343916469814,9,10%,Active_random,ohsumed,text
570,accuracy,40.90461272417183,0,50%,Active_random,ohsumed,text
571,accuracy,37.77417314239021,1,50%,Active_random,ohsumed,text
572,accuracy,46.19435258970143,2,50%,Active_random,ohsumed,text
573,accuracy,49.96200009188799,3,50%,Active_random,ohsumed,text
574,accuracy,49.048110298892034,4,50%,Active_random,ohsumed,text
575,accuracy,52.55236216774679,5,50%,Active_random,ohsumed,text
576,accuracy,54.1569055216698,6,50%,Active_random,ohsumed,text
577,accuracy,44.04988144259399,7,50%,Active_random,ohsumed,text
578,accuracy,49.38817410766515,8,50%,Active_random,ohsumed,text
579,accuracy,51.99024221688421,9,50%,Active_random,ohsumed,text
580,accuracy,41.42098241645753,0,10%,Active_uncertainty,ohsumed,text
581,accuracy,46.5843759744469,1,10%,Active_uncertainty,ohsumed,text
582,accuracy,38.403063094897725,2,10%,Active_uncertainty,ohsumed,text
583,accuracy,36.53560576637499,3,10%,Active_uncertainty,ohsumed,text
584,accuracy,41.21505049748689,4,10%,Active_uncertainty,ohsumed,text
585,accuracy,33.412162745496076,5,10%,Active_uncertainty,ohsumed,text
586,accuracy,34.906708381509446,6,10%,Active_uncertainty,ohsumed,text
587,accuracy,38.39601756268423,7,10%,Active_uncertainty,ohsumed,text
588,accuracy,41.29911939954287,8,10%,Active_uncertainty,ohsumed,text
589,accuracy,32.108475241212744,9,10%,Active_uncertainty,ohsumed,text
590,accuracy,51.1978174063037,0,50%,Active_uncertainty,ohsumed,text
